key|note_word|pos_tag|occurrences|exclude_filters|include_filters
uniq1212|Umstead|NNP|3|['filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq1213|Kenneth|NNP|6|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1214|401|CD|5|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq1215|10|CD|5|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq1216|87|CD|5|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq1217|8|CD|5|['filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq1218|Jac|NNP|3|['filters/regex/salutations/pre_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json']|[]
uniq1219|Kenneth|NNP|3|['filters/regex/salutations/patient_provider.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1220|Umstead|NNP|2|['filters/regex/salutations/patient_provider.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1221|Umstead|NNP|4|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1222|Kindest|NNP|3|[]|[]
uniq1223|Marshall|NNP|3|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1224|O|NNP|3|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/regex_context/names_regex_context2.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1225|Lehman|NNP|3|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context2.txt']|[]
uniq1226|73|CD|3|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1227|07|CD|8|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1228|MOL|NNP|2|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq1229|troutman|NN|1|[]|[]
uniq1230|WILSON|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1231|MEDICAL|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/regex_context/names_regex_context3.txt']|['filters/regex/safe/hospital_safe.txt', 'filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1232|79|CD|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt']|['POS MATCHER']
uniq1233|Pinecrest|NNP|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt']|[]
uniq1234|Rd|NNP|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1235|Tonkawa|NNP|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt']|[]
uniq1236|WA|NNP|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1237|67495|CD|3|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1238|989|CD|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt']|['POS MATCHER']
uniq1239|Kenneth|NNP|1|['filters/regex/salutations/email_header.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1240|Umstead|NNP|1|['filters/regex/salutations/email_header.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1241|76|CD|5|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1242|Umstead|NNP|2|['filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1243|Wilson|NNP|2|['filters/regex/addresses/hospital2.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1244|Medical|NNP|2|['filters/regex/addresses/hospital2.txt', 'filters/regex/salutations/relative_indicator.txt', 'filters/regex_context/names_regex_context3.txt']|['filters/regex/safe/hospital_safe.txt', 'filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1245|23|CD|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt']|['POS MATCHER']
uniq1246|Whipple|NNP|2|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1247|St|NNP|2|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1248|Tonkawa|NNP|2|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt']|[]
uniq1249|WA|NNP|2|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1250|donovan|NN|1|[]|[]
uniq1251|19|CD|3|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1252|2074|CD|2|['filters/regex/dates/month_name_dd_yyyy_transformed.txt']|['POS MATCHER']
uniq1253|589|CD|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt']|['POS MATCHER']
uniq1254|Umstead|NNP|5|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq1255|Umstead|NNP|1|['filters/regex/salutations/patient_provider.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1256|January|NNP|1|['filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1257|2072|CD|1|['filters/regex/dates/month_name_yyyy_transformed.txt']|['POS MATCHER']
uniq1258|2073|CD|1|['filters/regex/dates/month_name_yyyy_transformed.txt']|['POS MATCHER']
uniq1259|122|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1260|68|CD|2|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1261|30|CD|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt']|['POS MATCHER']
uniq1262|74|CD|3|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1263|farrar|NN|1|[]|[]
uniq1264|9544546|CD|1|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq1265|7|CD|6|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1266|84|CD|11|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1267|Vernon|NNP|1|['filters/regex/salutations/attending.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1268|Toth|NNP|1|['filters/regex/salutations/attending.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1269|Vernon|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1270|Toth|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq1271|Valeria|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1272|056|CD|1|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq1273|216|CD|1|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq1274|7457|CD|1|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq1275|Alzheimer|NNP|7|[]|[]
uniq1276|CEA|NNP|2|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1277|82|CD|4|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1278|81|CD|2|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1279|Valle|NNP|1|['filters/regex/salutations/pre_salutations_2chars.txt', 'filters/regex/salutations/dr_ambiguous.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1280|Dementia|NNP|1|['filters/regex/salutations/pre_salutations_2chars.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1281|Umali|NNP|1|['filters/regex/salutations/dr_ambiguous.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1282|ACH|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1283|83|CD|4|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1284|OMEGA|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1285|BP|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1286|174|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1287|WAWN|NNP|1|[]|[]
uniq1288|AAOx2|NNP|1|[]|[]
uniq1289|bigemeny|NN|1|[]|[]
uniq1290|consider|NN|1|['filters/regex/salutations/attending.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1291|psychiatric|NN|1|['filters/regex/salutations/attending.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1292|Jacob|NNP|1|['filters/regex/salutations/post_salutations_2chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1293|Ure|NNP|1|['filters/regex/salutations/post_salutations_2chars.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context2.txt']|[]
uniq1294|02664|CD|1|['filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1295|Ocampo|NNP|1|['filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq1296|Nathan|NNP|4|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1297|Oliver|NNP|3|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context4.txt']|[]
uniq1298|80|CD|6|['filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1299|Kenneth|NNP|3|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1300|X|NNP|3|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/regex_context/names_regex_context2.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1301|Sylvester|NNP|3|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context2.txt']|[]
uniq1302|29|CD|1|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1303|Ocampo|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq1304|805|CD|2|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq1305|31|CD|2|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq1306|35|CD|2|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq1307|85|CD|3|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1308|Ocampo|NNP|4|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1309|Leschol|NNP|1|[]|[]
uniq1310|12|CD|2|['filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1311|22|CD|2|['filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1312|85|CD|12|['filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1313|Ocampo|NNP|1|['filters/regex/salutations/name_indicator.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq1314|Nathan|NNP|1|['filters/regex/salutations/name_indicator.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1315|Oliver|NNP|1|['filters/regex/salutations/name_indicator.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context4.txt']|[]
uniq1316|80531359|CD|2|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq1317|DOV|NNP|1|['filters/blacklists/firstnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1318|90|CD|4|['filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1319|Ocampo|NNP|1|['filters/regex/salutations/pre_salutations_4chars.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1320|Urbina|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq1321|90|CD|1|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1322|OCAMPO|NNP|1|['filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1323|08|CD|2|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1324|Ken|NNP|1|['filters/regex/salutations/post_salutations_2chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1325|Sylvester|NNP|1|['filters/regex/salutations/post_salutations_2chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1326|intrascapular|JJ|2|[]|[]
